index,id,label,split
28308,28308,2,TrainSet
28309,28309,0,TrainSet
28310,28310,3,TrainSet
28311,28311,0,TrainSet
28312,28312,0,TestSet
28313,28313,1,TrainSet
28314,28314,0,TrainSet
28315,28315,2,TestSet
28316,28316,0,TestSet
28317,28317,2,TrainSet
28318,28318,0,TrainSet
28319,28319,0,TrainSet
28320,28320,0,TrainSet
28321,28321,3,TrainSet
28322,28322,0,TrainSet
28323,28323,0,TestSet
28324,28324,0,TrainSet
28325,28325,2,TrainSet
28326,28326,0,TestSet
28327,28327,3,TrainSet
28328,28328,0,TrainSet
28329,28329,0,TrainSet
28330,28330,0,TrainSet
28331,28331,0,TrainSet
28332,28332,3,TrainSet
28333,28333,0,TrainSet
28334,28334,0,TrainSet
28335,28335,3,TestSet
28336,28336,0,TrainSet
28337,28337,0,TrainSet
28338,28338,0,TrainSet
28339,28339,0,TrainSet
28340,28340,0,TrainSet
28341,28341,0,TrainSet
28342,28342,3,TestSet
28343,28343,0,TrainSet
28344,28344,0,TrainSet
28345,28345,3,TrainSet
28346,28346,3,TrainSet
28347,28347,0,TrainSet
28348,28348,0,TrainSet
28349,28349,0,TrainSet
28350,28350,0,TrainSet
28351,28351,0,TrainSet
28352,28352,2,TrainSet
28353,28353,0,TrainSet
28354,28354,3,TrainSet
28355,28355,0,TrainSet
28356,28356,0,TrainSet
28357,28357,0,TrainSet
28358,28358,0,TrainSet
28359,28359,0,TrainSet
28360,28360,0,TrainSet
28361,28361,0,TrainSet
28362,28362,3,TestSet
28363,28363,0,TrainSet
28364,28364,0,TrainSet
28365,28365,0,TrainSet
28366,28366,0,TestSet
28367,28367,3,TestSet
28368,28368,0,TrainSet
28369,28369,3,TrainSet
28370,28370,0,TrainSet
28371,28371,3,TrainSet
28372,28372,0,TrainSet
28373,28373,0,TrainSet
28374,28374,3,TrainSet
28375,28375,0,TrainSet
28376,28376,3,TrainSet
28377,28377,2,TrainSet
28378,28378,0,TrainSet
28379,28379,3,TrainSet
28380,28380,0,TrainSet
28381,28381,2,TrainSet
28382,28382,0,TestSet
28383,28383,0,TrainSet
28384,28384,0,TestSet
28385,28385,2,TrainSet
28386,28386,0,TrainSet
28387,28387,3,TrainSet
28388,28388,2,TrainSet
28389,28389,0,TrainSet
28390,28390,0,TrainSet
28391,28391,3,TrainSet
28392,28392,2,TrainSet
28393,28393,3,TrainSet
28394,28394,0,TrainSet
28395,28395,2,TrainSet
28396,28396,0,TrainSet
28397,28397,0,TrainSet
28398,28398,3,TrainSet
28399,28399,0,TestSet
28400,28400,0,TrainSet
28401,28401,0,TrainSet
28402,28402,0,TrainSet
28403,28403,0,TrainSet
28404,28404,2,TrainSet
28405,28405,3,TrainSet
28406,28406,0,TestSet
28407,28407,0,TrainSet
28408,28408,2,TrainSet
28409,28409,0,TestSet
28410,28410,0,TrainSet
28411,28411,3,TestSet
28412,28412,2,TrainSet
28413,28413,0,TestSet
28414,28414,2,TrainSet
28415,28415,0,TrainSet
28416,28416,0,TrainSet
28417,28417,0,TrainSet
28418,28418,0,TrainSet
28419,28419,0,TrainSet
28420,28420,0,TrainSet
28421,28421,0,TrainSet
28422,28422,0,TestSet
28423,28423,0,TrainSet
28424,28424,0,TrainSet
28425,28425,0,TrainSet
28426,28426,3,TrainSet
28427,28427,0,TestSet
28428,28428,3,TrainSet
28429,28429,2,TrainSet
28430,28430,2,TrainSet
28431,28431,0,TrainSet
28432,28432,1,TrainSet
28433,28433,3,TrainSet
28434,28434,0,TrainSet
28435,28435,0,TrainSet
28436,28436,3,TrainSet
28437,28437,0,TestSet
28438,28438,0,TrainSet
28439,28439,0,TrainSet
28440,28440,0,TrainSet
28441,28441,0,TestSet
28442,28442,0,TrainSet
28443,28443,0,TrainSet
28444,28444,3,TrainSet
28445,28445,0,TrainSet
28446,28446,0,TestSet
28447,28447,0,TestSet
28448,28448,3,TrainSet
28449,28449,0,TrainSet
28450,28450,0,TrainSet
28451,28451,2,TrainSet
28452,28452,3,TrainSet
28453,28453,2,TrainSet
28454,28454,0,TrainSet
28455,28455,0,TrainSet
28456,28456,0,TestSet
28457,28457,3,TrainSet
28458,28458,0,TestSet
28459,28459,0,TrainSet
28460,28460,0,TrainSet
28461,28461,0,TrainSet
28462,28462,0,TrainSet
28463,28463,2,TestSet
28464,28464,3,TrainSet
28465,28465,0,TrainSet
28466,28466,0,TrainSet
28467,28467,0,TestSet
28468,28468,0,TrainSet
28469,28469,0,TrainSet
28470,28470,0,TrainSet
28471,28471,2,TestSet
28472,28472,0,TestSet
28473,28473,0,TrainSet
28474,28474,0,TrainSet
28475,28475,0,TrainSet
28476,28476,0,TrainSet
28477,28477,3,TrainSet
28478,28478,2,TrainSet
28479,28479,0,TrainSet
28480,28480,0,TrainSet
28481,28481,0,TrainSet
28482,28482,0,TrainSet
28483,28483,0,TrainSet
28484,28484,0,TrainSet
28485,28485,0,TrainSet
28486,28486,0,TestSet
28487,28487,0,TestSet
28488,28488,0,TrainSet
28489,28489,3,TrainSet
28490,28490,0,TrainSet
28491,28491,0,TrainSet
28492,28492,0,TrainSet
28493,28493,0,TrainSet
28494,28494,0,TestSet
28495,28495,3,TestSet
28496,28496,0,TestSet
28497,28497,0,TrainSet
28498,28498,3,TrainSet
28499,28499,0,TrainSet
28500,28500,0,TrainSet
28501,28501,0,TrainSet
28502,28502,0,TrainSet
28503,28503,0,TrainSet
28504,28504,0,TrainSet
28505,28505,0,TrainSet
28506,28506,2,TrainSet
28507,28507,2,TrainSet
28508,28508,0,TrainSet
28509,28509,0,TrainSet
28510,28510,0,TestSet
28511,28511,0,TrainSet
28512,28512,3,TrainSet
28513,28513,0,TrainSet
28514,28514,0,TrainSet
28515,28515,0,TrainSet
28516,28516,3,TestSet
28517,28517,0,TrainSet
28518,28518,2,TrainSet
28519,28519,0,TrainSet
28520,28520,0,TrainSet
28521,28521,0,TestSet
28522,28522,0,TrainSet
28523,28523,0,TrainSet
28524,28524,2,TestSet
28525,28525,0,TrainSet
28526,28526,0,TrainSet
28527,28527,2,TrainSet
28528,28528,0,TrainSet
28529,28529,0,TrainSet
28530,28530,0,TrainSet
28531,28531,2,TrainSet
28532,28532,0,TrainSet
28533,28533,0,TestSet
28534,28534,0,TrainSet
28535,28535,2,TrainSet
28536,28536,1,TrainSet
28537,28537,3,TrainSet
28538,28538,0,TrainSet
28539,28539,3,TrainSet
28540,28540,0,TrainSet
28541,28541,0,TrainSet
28542,28542,2,TrainSet
28543,28543,0,TrainSet
28544,28544,0,TrainSet
28545,28545,0,TrainSet
28546,28546,0,TrainSet
28547,28547,1,TrainSet
28548,28548,0,TrainSet
28549,28549,2,TrainSet
28550,28550,0,TestSet
28551,28551,1,TestSet
28552,28552,2,TrainSet
28553,28553,0,TrainSet
28554,28554,0,TrainSet
28555,28555,0,TrainSet
28556,28556,0,TrainSet
28557,28557,3,TrainSet
28558,28558,3,TestSet
28559,28559,0,TrainSet
28560,28560,0,TrainSet
28561,28561,0,TrainSet
28562,28562,0,TrainSet
28563,28563,0,TrainSet
28564,28564,2,TrainSet
28565,28565,3,TestSet
28566,28566,0,TrainSet
28567,28567,2,TestSet
28568,28568,0,TrainSet
28569,28569,0,TrainSet
28570,28570,0,TrainSet
28571,28571,0,TrainSet
28572,28572,2,TrainSet
28573,28573,3,TrainSet
28574,28574,0,TrainSet
28575,28575,0,TrainSet
28576,28576,0,TrainSet
28577,28577,0,TrainSet
28578,28578,2,TrainSet
28579,28579,0,TestSet
28580,28580,0,TestSet
28581,28581,0,TestSet
28582,28582,1,TrainSet
28583,28583,3,TestSet
28584,28584,0,TestSet
28585,28585,0,TestSet
28586,28586,2,TrainSet
28587,28587,0,TrainSet
28588,28588,0,TrainSet
28589,28589,3,TestSet
28590,28590,0,TrainSet
28591,28591,3,TrainSet
28592,28592,2,TrainSet
28593,28593,0,TrainSet
28594,28594,0,TrainSet
28595,28595,0,TrainSet
28596,28596,0,TestSet
28597,28597,0,TrainSet
28598,28598,3,TrainSet
28599,28599,0,TrainSet
28600,28600,0,TestSet
28601,28601,0,TestSet
28602,28602,0,TrainSet
28603,28603,2,TrainSet
28604,28604,0,TrainSet
28605,28605,0,TrainSet
28606,28606,3,TrainSet
28607,28607,0,TrainSet
28608,28608,3,TestSet
28609,28609,0,TrainSet
28610,28610,1,TrainSet
28611,28611,0,TrainSet
28612,28612,0,TrainSet
28613,28613,0,TrainSet
28614,28614,0,TrainSet
28615,28615,3,TrainSet
28616,28616,0,TrainSet
28617,28617,0,TrainSet
28618,28618,2,TrainSet
28619,28619,3,TrainSet
28620,28620,0,TrainSet
28621,28621,3,TrainSet
28622,28622,0,TestSet
28623,28623,0,TrainSet
28624,28624,0,TestSet
28625,28625,0,TrainSet
28626,28626,3,TrainSet
28627,28627,0,TrainSet
28628,28628,1,TrainSet
28629,28629,0,TrainSet
28630,28630,0,TrainSet
28631,28631,0,TrainSet
28632,28632,0,TrainSet
28633,28633,0,TrainSet
28634,28634,3,TrainSet
28635,28635,0,TrainSet
28636,28636,0,TestSet
28637,28637,0,TrainSet
28638,28638,0,TrainSet
28639,28639,3,TrainSet
28640,28640,0,TrainSet
28641,28641,0,TrainSet
28642,28642,2,TestSet
28643,28643,0,TrainSet
28644,28644,0,TestSet
28645,28645,2,TrainSet
28646,28646,0,TrainSet
28647,28647,3,TrainSet
28648,28648,0,TrainSet
28649,28649,0,TestSet
28650,28650,0,TestSet
28651,28651,2,TrainSet
28652,28652,0,TrainSet
28653,28653,2,TrainSet
28654,28654,0,TrainSet
28655,28655,3,TrainSet
28656,28656,3,TrainSet
28657,28657,0,TrainSet
28658,28658,0,TrainSet
28659,28659,0,TrainSet
28660,28660,0,TrainSet
28661,28661,0,TrainSet
28662,28662,0,TrainSet
28663,28663,0,TrainSet
28664,28664,3,TestSet
28665,28665,0,TrainSet
28666,28666,0,TestSet
28667,28667,0,TrainSet
28668,28668,0,TrainSet
28669,28669,2,TrainSet
28670,28670,0,TrainSet
28671,28671,3,TrainSet
28672,28672,0,TrainSet
28673,28673,0,TrainSet
28674,28674,1,TestSet
28675,28675,0,TrainSet
28676,28676,0,TestSet
28677,28677,0,TrainSet
28678,28678,0,TrainSet
28679,28679,0,TestSet
28680,28680,0,TrainSet
28681,28681,3,TrainSet
28682,28682,0,TrainSet
28683,28683,0,TrainSet
28684,28684,2,TrainSet
28685,28685,0,TrainSet
28686,28686,0,TrainSet
28687,28687,0,TrainSet
28688,28688,0,TrainSet
28689,28689,0,TestSet
28690,28690,0,TrainSet
28691,28691,0,TrainSet
28692,28692,0,TrainSet
28693,28693,0,TrainSet
28694,28694,0,TrainSet
28695,28695,3,TrainSet
28696,28696,0,TrainSet
28697,28697,0,TrainSet
28698,28698,0,TrainSet
28699,28699,3,TrainSet
28700,28700,3,TrainSet
28701,28701,0,TrainSet
28702,28702,3,TrainSet
28703,28703,0,TrainSet
28704,28704,1,TrainSet
28705,28705,0,TrainSet
28706,28706,0,TrainSet
28707,28707,2,TrainSet
28708,28708,0,TrainSet
28709,28709,0,TrainSet
28710,28710,0,TestSet
28711,28711,0,TrainSet
28712,28712,0,TrainSet
28713,28713,3,TrainSet
28714,28714,0,TrainSet
28715,28715,0,TrainSet
28716,28716,0,TrainSet
28717,28717,3,TestSet
28718,28718,0,TrainSet
28719,28719,3,TrainSet
28720,28720,1,TrainSet
28721,28721,0,TrainSet
28722,28722,2,TrainSet
28723,28723,3,TrainSet
28724,28724,0,TrainSet
28725,28725,0,TrainSet
28726,28726,0,TestSet
28727,28727,0,TrainSet
28728,28728,0,TrainSet
28729,28729,0,TrainSet
28730,28730,0,TrainSet
28731,28731,0,TrainSet
28732,28732,2,TrainSet
28733,28733,0,TrainSet
28734,28734,0,TrainSet
28735,28735,3,TrainSet
28736,28736,0,TrainSet
28737,28737,0,TrainSet
28738,28738,0,TrainSet
28739,28739,0,TestSet
28740,28740,3,TestSet
28741,28741,0,TrainSet
28742,28742,0,TrainSet
28743,28743,0,TrainSet
28744,28744,0,TrainSet
28745,28745,0,TestSet
28746,28746,3,TrainSet
28747,28747,0,TestSet
28748,28748,0,TrainSet
28749,28749,2,TrainSet
28750,28750,0,TrainSet
28751,28751,0,TrainSet
28752,28752,0,TrainSet
28753,28753,0,TrainSet
28754,28754,2,TrainSet
28755,28755,0,TrainSet
28756,28756,0,TrainSet
28757,28757,0,TrainSet
28758,28758,3,TrainSet
28759,28759,0,TrainSet
28760,28760,3,TrainSet
28761,28761,3,TestSet
28762,28762,0,TestSet
28763,28763,0,TrainSet
28764,28764,0,TrainSet
28765,28765,0,TrainSet
28766,28766,0,TrainSet
28767,28767,2,TrainSet
28768,28768,2,TrainSet
28769,28769,0,TrainSet
28770,28770,3,TrainSet
28771,28771,0,TrainSet
28772,28772,0,TrainSet
28773,28773,0,TrainSet
28774,28774,0,TrainSet
28775,28775,0,TrainSet
28776,28776,2,TrainSet
28777,28777,0,TrainSet
28778,28778,0,TestSet
28779,28779,2,TrainSet
28780,28780,0,TrainSet
28781,28781,3,TrainSet
28782,28782,0,TrainSet
28783,28783,3,TrainSet
28784,28784,0,TrainSet
28785,28785,0,TestSet
28786,28786,3,TrainSet
28787,28787,0,TrainSet
28788,28788,0,TrainSet
28789,28789,2,TrainSet
28790,28790,2,TrainSet
28791,28791,3,TestSet
28792,28792,2,TestSet
28793,28793,0,TrainSet
28794,28794,0,TrainSet
28795,28795,0,TrainSet
28796,28796,0,TrainSet
28797,28797,0,TrainSet
28798,28798,0,TrainSet
28799,28799,0,TestSet
28800,28800,3,TrainSet
28801,28801,0,TestSet
28802,28802,2,TrainSet
28803,28803,0,TrainSet
28804,28804,3,TrainSet
28805,28805,0,TrainSet
28806,28806,0,TrainSet
28807,28807,0,TrainSet
28808,28808,3,TrainSet
28809,28809,1,TestSet
28810,28810,0,TrainSet
28811,28811,0,TestSet
28812,28812,0,TrainSet
28813,28813,3,TrainSet
28814,28814,3,TestSet
28815,28815,0,TestSet
28816,28816,0,TestSet
28817,28817,0,TestSet
28818,28818,0,TestSet
28819,28819,3,TrainSet
28820,28820,3,TrainSet
28821,28821,0,TrainSet
28822,28822,2,TrainSet
28823,28823,0,TrainSet
28824,28824,0,TrainSet
28825,28825,0,TrainSet
28826,28826,1,TrainSet
28827,28827,0,TestSet
28828,28828,0,TrainSet
28829,28829,0,TestSet
28830,28830,0,TrainSet
28831,28831,0,TrainSet
28832,28832,0,TrainSet
28833,28833,0,TrainSet
28834,28834,0,TrainSet
28835,28835,0,TrainSet
28836,28836,2,TrainSet
28837,28837,0,TrainSet
28838,28838,0,TrainSet
28839,28839,0,TestSet
28840,28840,0,TrainSet
28841,28841,0,TrainSet
28842,28842,0,TrainSet
28843,28843,3,TrainSet
28844,28844,3,TrainSet
28845,28845,0,TrainSet
28846,28846,3,TrainSet
28847,28847,0,TrainSet
28848,28848,2,TrainSet
28849,28849,2,TrainSet
28850,28850,0,TrainSet
28851,28851,0,TrainSet
28852,28852,0,TestSet
28853,28853,3,TrainSet
28854,28854,0,TrainSet
28855,28855,3,TrainSet
28856,28856,0,TrainSet
28857,28857,0,TrainSet
28858,28858,0,TrainSet
28859,28859,0,TrainSet
28860,28860,0,TrainSet
28861,28861,0,TestSet
28862,28862,0,TestSet
28863,28863,0,TrainSet
28864,28864,0,TestSet
28865,28865,3,TrainSet
28866,28866,2,TestSet
28867,28867,3,TrainSet
28868,28868,3,TrainSet
28869,28869,0,TrainSet
28870,28870,0,TrainSet
28871,28871,0,TrainSet
28872,28872,1,TrainSet
28873,28873,0,TrainSet
28874,28874,0,TrainSet
28875,28875,0,TrainSet
28876,28876,2,TrainSet
28877,28877,0,TestSet
28878,28878,0,TrainSet
28879,28879,3,TrainSet
28880,28880,3,TrainSet
28881,28881,0,TestSet
28882,28882,0,TrainSet
28883,28883,0,TrainSet
28884,28884,3,TrainSet
28885,28885,0,TrainSet
28886,28886,0,TrainSet
28887,28887,0,TrainSet
28888,28888,0,TrainSet
28889,28889,3,TrainSet
28890,28890,3,TestSet
28891,28891,0,TrainSet
28892,28892,3,TrainSet
28893,28893,3,TrainSet
28894,28894,2,TrainSet
28895,28895,0,TestSet
28896,28896,2,TrainSet
28897,28897,3,TrainSet
28898,28898,3,TestSet
28899,28899,3,TrainSet
28900,28900,2,TrainSet
28901,28901,0,TrainSet
28902,28902,0,TrainSet
28903,28903,3,TestSet
28904,28904,3,TrainSet
28905,28905,2,TestSet
28906,28906,0,TrainSet
28907,28907,3,TrainSet
28908,28908,0,TrainSet
28909,28909,3,TrainSet
28910,28910,0,TrainSet
28911,28911,0,TrainSet
28912,28912,0,TestSet
28913,28913,3,TrainSet
28914,28914,0,TrainSet
28915,28915,0,TrainSet
28916,28916,0,TrainSet
28917,28917,3,TrainSet
28918,28918,0,TrainSet
28919,28919,0,TrainSet
28920,28920,0,TrainSet
28921,28921,0,TestSet
28922,28922,0,TrainSet
28923,28923,3,TrainSet
28924,28924,2,TrainSet
28925,28925,2,TestSet
28926,28926,0,TrainSet
28927,28927,0,TrainSet
28928,28928,0,TrainSet
28929,28929,3,TrainSet
28930,28930,2,TrainSet
28931,28931,0,TrainSet
28932,28932,3,TrainSet
28933,28933,0,TrainSet
28934,28934,0,TestSet
28935,28935,0,TrainSet
28936,28936,0,TrainSet
28937,28937,0,TrainSet
28938,28938,0,TrainSet
28939,28939,2,TrainSet
28940,28940,0,TrainSet
28941,28941,3,TrainSet
28942,28942,2,TrainSet
28943,28943,0,TrainSet
28944,28944,2,TestSet
28945,28945,0,TestSet
28946,28946,0,TrainSet
28947,28947,0,TrainSet
28948,28948,0,TrainSet
28949,28949,0,TrainSet
28950,28950,0,TrainSet
28951,28951,2,TestSet
28952,28952,0,TrainSet
28953,28953,3,TrainSet
28954,28954,0,TestSet
28955,28955,0,TrainSet
28956,28956,0,TrainSet
28957,28957,2,TrainSet
28958,28958,3,TrainSet
28959,28959,0,TrainSet
28960,28960,0,TrainSet
28961,28961,2,TestSet
28962,28962,0,TrainSet
28963,28963,2,TrainSet
28964,28964,2,TrainSet
28965,28965,0,TrainSet
28966,28966,0,TestSet
28967,28967,2,TrainSet
28968,28968,0,TrainSet
28969,28969,0,TrainSet
28970,28970,0,TrainSet
28971,28971,0,TestSet
28972,28972,0,TrainSet
28973,28973,0,TrainSet
28974,28974,3,TrainSet
28975,28975,0,TrainSet
28976,28976,0,TrainSet
28977,28977,0,TrainSet
28978,28978,0,TestSet
28979,28979,3,TrainSet
28980,28980,0,TrainSet
28981,28981,0,TrainSet
28982,28982,3,TrainSet
28983,28983,0,TrainSet
28984,28984,0,TrainSet
28985,28985,0,TrainSet
28986,28986,0,TrainSet
28987,28987,3,TrainSet
28988,28988,2,TestSet
28989,28989,0,TrainSet
28990,28990,0,TrainSet
28991,28991,0,TrainSet
28992,28992,0,TrainSet
28993,28993,3,TrainSet
28994,28994,0,TrainSet
28995,28995,1,TrainSet
28996,28996,0,TestSet
28997,28997,0,TrainSet
28998,28998,3,TestSet
28999,28999,2,TrainSet
29000,29000,0,TrainSet
29001,29001,3,TrainSet
29002,29002,0,TrainSet
29003,29003,3,TrainSet
29004,29004,3,TrainSet
29005,29005,0,TrainSet
29006,29006,0,TrainSet
29007,29007,3,TrainSet
29008,29008,2,TrainSet
29009,29009,0,TrainSet
29010,29010,1,TrainSet
29011,29011,0,TrainSet
29012,29012,0,TrainSet
29013,29013,0,TrainSet
29014,29014,0,TrainSet
29015,29015,2,TrainSet
29016,29016,2,TrainSet
29017,29017,0,TestSet
29018,29018,3,TrainSet
29019,29019,0,TestSet
29020,29020,3,TrainSet
29021,29021,3,TestSet
29022,29022,0,TrainSet
29023,29023,0,TestSet
29024,29024,0,TrainSet
29025,29025,2,TrainSet
29026,29026,3,TestSet
29027,29027,0,TrainSet
29028,29028,0,TrainSet
29029,29029,2,TrainSet
29030,29030,0,TrainSet
29031,29031,3,TrainSet
29032,29032,3,TrainSet
29033,29033,0,TrainSet
29034,29034,0,TestSet
29035,29035,2,TestSet
29036,29036,0,TrainSet
29037,29037,3,TrainSet
29038,29038,3,TestSet
29039,29039,2,TrainSet
29040,29040,0,TestSet
29041,29041,0,TrainSet
29042,29042,0,TrainSet
29043,29043,3,TestSet
29044,29044,3,TrainSet
29045,29045,0,TrainSet
29046,29046,3,TrainSet
29047,29047,0,TrainSet
29048,29048,0,TrainSet
29049,29049,0,TestSet
29050,29050,3,TestSet
29051,29051,2,TrainSet
29052,29052,0,TrainSet
29053,29053,0,TestSet
29054,29054,2,TrainSet
29055,29055,0,TrainSet
29056,29056,0,TestSet
29057,29057,2,TestSet
29058,29058,2,TestSet
29059,29059,0,TrainSet
29060,29060,2,TrainSet
29061,29061,3,TrainSet
29062,29062,3,TrainSet
29063,29063,0,TrainSet
29064,29064,0,TestSet
29065,29065,0,TestSet
29066,29066,0,TrainSet
29067,29067,0,TrainSet
29068,29068,0,TestSet
29069,29069,1,TrainSet
29070,29070,0,TrainSet
29071,29071,2,TrainSet
29072,29072,0,TrainSet
29073,29073,0,TrainSet
29074,29074,3,TrainSet
29075,29075,0,TrainSet
29076,29076,0,TrainSet
29077,29077,3,TrainSet
29078,29078,2,TrainSet
29079,29079,2,TrainSet
29080,29080,0,TrainSet
29081,29081,0,TrainSet
29082,29082,0,TrainSet
29083,29083,1,TestSet
29084,29084,0,TrainSet
29085,29085,3,TrainSet
29086,29086,0,TrainSet
29087,29087,0,TrainSet
29088,29088,0,TrainSet
29089,29089,1,TestSet
29090,29090,0,TrainSet
29091,29091,3,TrainSet
29092,29092,0,TrainSet
29093,29093,3,TrainSet
29094,29094,0,TrainSet
29095,29095,0,TrainSet
29096,29096,2,TrainSet
29097,29097,3,TrainSet
29098,29098,0,TrainSet
29099,29099,3,TrainSet
29100,29100,0,TrainSet
29101,29101,0,TrainSet
29102,29102,0,TrainSet
29103,29103,0,TrainSet
29104,29104,0,TrainSet
29105,29105,3,TrainSet
29106,29106,3,TrainSet
29107,29107,2,TrainSet
29108,29108,3,TrainSet
29109,29109,0,TestSet
29110,29110,0,TestSet
29111,29111,3,TestSet
29112,29112,0,TrainSet
29113,29113,0,TrainSet
29114,29114,0,TrainSet
29115,29115,2,TestSet
29116,29116,2,TrainSet
29117,29117,0,TrainSet
29118,29118,0,TrainSet
29119,29119,0,TrainSet
29120,29120,3,TrainSet
29121,29121,0,TrainSet
29122,29122,2,TrainSet
29123,29123,0,TrainSet
29124,29124,0,TrainSet
29125,29125,0,TrainSet
29126,29126,0,TrainSet
29127,29127,3,TestSet
29128,29128,0,TestSet
29129,29129,0,TrainSet
29130,29130,0,TestSet
29131,29131,0,TestSet
29132,29132,0,TrainSet
29133,29133,0,TestSet
29134,29134,0,TrainSet
29135,29135,3,TrainSet
29136,29136,0,TrainSet
29137,29137,0,TestSet
29138,29138,3,TestSet
29139,29139,3,TrainSet
29140,29140,0,TrainSet
29141,29141,0,TestSet
29142,29142,0,TrainSet
29143,29143,0,TrainSet
29144,29144,0,TrainSet
29145,29145,0,TrainSet
29146,29146,0,TrainSet
29147,29147,0,TrainSet
29148,29148,2,TrainSet
29149,29149,0,TrainSet
29150,29150,0,TrainSet
29151,29151,0,TrainSet
29152,29152,0,TrainSet
29153,29153,2,TrainSet
29154,29154,1,TestSet
29155,29155,3,TrainSet
29156,29156,2,TestSet
29157,29157,3,TrainSet
29158,29158,0,TrainSet
29159,29159,3,TestSet
29160,29160,0,TrainSet
29161,29161,0,TrainSet
29162,29162,1,TrainSet
29163,29163,0,TrainSet
29164,29164,0,TrainSet
29165,29165,0,TrainSet
29166,29166,3,TrainSet
29167,29167,0,TrainSet
29168,29168,0,TrainSet
29169,29169,0,TrainSet
29170,29170,2,TestSet
29171,29171,0,TrainSet
29172,29172,0,TrainSet
29173,29173,3,TrainSet
29174,29174,0,TestSet
29175,29175,0,TestSet
29176,29176,0,TrainSet
29177,29177,0,TestSet
29178,29178,2,TrainSet
29179,29179,2,TrainSet
29180,29180,0,TrainSet
29181,29181,0,TrainSet
29182,29182,0,TestSet
29183,29183,0,TrainSet
29184,29184,0,TrainSet
29185,29185,0,TrainSet
29186,29186,0,TestSet
29187,29187,0,TrainSet
29188,29188,0,TestSet
29189,29189,1,TrainSet
29190,29190,0,TrainSet
29191,29191,3,TestSet
29192,29192,0,TrainSet
29193,29193,0,TrainSet
29194,29194,0,TrainSet
29195,29195,2,TestSet
29196,29196,0,TrainSet
29197,29197,1,TrainSet
29198,29198,3,TrainSet
29199,29199,0,TrainSet
29200,29200,0,TrainSet
29201,29201,3,TrainSet
29202,29202,0,TrainSet
29203,29203,2,TrainSet
29204,29204,3,TrainSet
29205,29205,1,TrainSet
29206,29206,3,TrainSet
29207,29207,0,TestSet
29208,29208,3,TrainSet
29209,29209,0,TrainSet
29210,29210,0,TrainSet
29211,29211,0,TestSet
29212,29212,2,TrainSet
29213,29213,0,TrainSet
29214,29214,0,TrainSet
29215,29215,0,TrainSet
29216,29216,0,TrainSet
29217,29217,2,TestSet
29218,29218,0,TrainSet
29219,29219,0,TrainSet
29220,29220,0,TrainSet
29221,29221,2,TrainSet
29222,29222,0,TestSet
29223,29223,0,TrainSet
29224,29224,0,TrainSet
29225,29225,0,TrainSet
29226,29226,3,TestSet
29227,29227,0,TrainSet
29228,29228,0,TrainSet
29229,29229,2,TrainSet
29230,29230,0,TrainSet
29231,29231,0,TestSet
29232,29232,0,TrainSet
29233,29233,0,TestSet
29234,29234,3,TrainSet
29235,29235,0,TrainSet
29236,29236,2,TrainSet
29237,29237,3,TrainSet
29238,29238,0,TestSet
29239,29239,0,TrainSet
29240,29240,0,TrainSet
29241,29241,0,TrainSet
29242,29242,2,TestSet
29243,29243,0,TrainSet
29244,29244,0,TestSet
29245,29245,2,TestSet
29246,29246,0,TrainSet
29247,29247,0,TestSet
29248,29248,0,TrainSet
29249,29249,2,TrainSet
29250,29250,3,TrainSet
29251,29251,0,TrainSet
29252,29252,0,TrainSet
29253,29253,1,TrainSet
29254,29254,0,TrainSet
29255,29255,0,TrainSet
29256,29256,2,TestSet
29257,29257,0,TrainSet
29258,29258,2,TrainSet
29259,29259,0,TrainSet
29260,29260,0,TrainSet
29261,29261,0,TrainSet
29262,29262,0,TestSet
29263,29263,0,TrainSet
29264,29264,0,TrainSet
29265,29265,0,TrainSet
29266,29266,2,TestSet
29267,29267,3,TestSet
29268,29268,3,TestSet
29269,29269,0,TrainSet
29270,29270,2,TrainSet
29271,29271,0,TrainSet
29272,29272,0,TrainSet
29273,29273,0,TestSet
29274,29274,3,TrainSet
29275,29275,0,TestSet
29276,29276,0,TrainSet
29277,29277,2,TrainSet
29278,29278,0,TrainSet
29279,29279,0,TrainSet
29280,29280,0,TrainSet
29281,29281,0,TrainSet
29282,29282,2,TrainSet
29283,29283,0,TrainSet
29284,29284,3,TestSet
29285,29285,1,TrainSet
29286,29286,0,TrainSet
29287,29287,1,TrainSet
29288,29288,2,TrainSet
29289,29289,2,TrainSet
29290,29290,3,TrainSet
29291,29291,2,TrainSet
29292,29292,0,TrainSet
29293,29293,0,TrainSet
29294,29294,0,TestSet
29295,29295,0,TrainSet
29296,29296,3,TrainSet
29297,29297,0,TrainSet
29298,29298,1,TrainSet
29299,29299,0,TrainSet
29300,29300,3,TrainSet
29301,29301,0,TrainSet
29302,29302,0,TrainSet
29303,29303,3,TrainSet
29304,29304,0,TrainSet
29305,29305,0,TestSet
29306,29306,0,TestSet
29307,29307,0,TrainSet
29308,29308,0,TrainSet
29309,29309,3,TrainSet
29310,29310,2,TrainSet
29311,29311,0,TestSet
29312,29312,0,TrainSet
29313,29313,3,TestSet
29314,29314,0,TrainSet
29315,29315,0,TrainSet
29316,29316,3,TrainSet
29317,29317,0,TrainSet
29318,29318,0,TrainSet
29319,29319,0,TrainSet
29320,29320,2,TrainSet
